"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"EN6GQ8SC","journalArticle","2008","Evans, Richard","Review of Who Do You Think You Are?","History Australia","","1449-0854, 1833-4881","10.2104/ha080082","https://www.tandfonline.com/doi/full/10.2104/ha080082","","2008-01","2022-01-10 06:00:20","2022-01-10 06:00:20","2022-01-10 06:00:20","82.1-82.2","","3","5","","History Australia","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LHZB7NW8","journalArticle","2012","Evans, Tanya","The use of memory and material culture in the history of the family in colonial Australia","Journal of Australian Studies","","1444-3058, 1835-6419","10.1080/14443058.2012.678584","http://www.tandfonline.com/doi/abs/10.1080/14443058.2012.678584","","2012-06","2022-01-10 05:59:43","2022-01-10 05:59:43","2022-01-10 05:59:43","207-228","","2","36","","Journal of Australian Studies","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TLEE44Z5","journalArticle","2019","Etges, Andreas; Dean, David","“A Fool’s errand”: Lonnie Bunch and the Creation of the National Museum of African American History and Culture","International Public History","","2567-1111","10.1515/iph-2019-0020","https://www.degruyter.com/document/doi/10.1515/iph-2019-0020/html","","2019-10-25","2022-01-10 05:57:36","2022-01-10 05:57:36","2022-01-10 05:57:36","20190020","","2","2","","","“A Fool’s errand”","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UISWQPI7","journalArticle","2019","Dean, David; Walsh, John C.","Some Reflections on Public History in Canada Today","International Public History","","2567-1111","10.1515/iph-2019-0021","https://www.degruyter.com/document/doi/10.1515/iph-2019-0021/html","Abstract             This article offers a reflection on the state of public history in Canada today. The authors focus on four particularly significant and related developments: the growth of the field within universities and colleges; the ways in which public history has helped re-shape research agendas; the influence of public history work outside academia; and Canada’s role in the ongoing process of what has been dubbed ‘the internationalization’ of public history. These developments reveal an intellectually rigorous, politically aware, and socially engaged public history that challenges boundaries in exciting and productive ways. The authors offer links so readers can explore recent controversies, issues, and debates in Canadian public history.","2019-10-25","2022-01-10 05:57:22","2022-01-10 05:57:22","2022-01-10 05:57:22","20190021","","2","2","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BDSGZLPJ","journalArticle","2019","Jurczyk-Romanowska, Ewa","Practical Solutions: Genealogy and the Potential of Public Pedagogy in Poland","International Public History","","2567-1111","10.1515/iph-2019-0019","https://www.degruyter.com/document/doi/10.1515/iph-2019-0019/html","Abstract             The article deals with the development of genealogy in Poland, indicates its interdisciplinary character, as well as the socio-political context of its development. In particular, the possibility of using the genealogical passion of older people as a motivating factor to undertake education in the field of information and communication technology (ICT) was highlighted. As an example of good practice, the assumptions and preliminary conclusions of the research carried out within the Learning Tree project, which was implemented in Poland, Turkey and Italy, are presented. On the basis of the research it is stated that genealogy can be a factor encouraging the adoption of computer education by seniors, and consequently contribute to reducing the level of digital exclusion of older people by increasing their participation in the information society.","2019-10-25","2022-01-10 05:57:09","2022-01-10 05:57:09","2022-01-10 05:57:09","20190019","","2","2","","","Practical Solutions","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VZLDFJEL","journalArticle","2019","Harman, Kristyn","The Roles of Authenticity and Immediacy in Engaging Family Historians in Online Learning Designed to Advance Academic Skills","International Public History","","2567-1111","10.1515/iph-2019-0018","https://www.degruyter.com/document/doi/10.1515/iph-2019-0018/html","Abstract             A rapid increase in the availability of digitized archival resources of relevance to family historians together with increasing individual fascination with genealogical research led to the University of Tasmania introducing a fully online Diploma of Family History in 2016. The course’s emphasis on authenticity through a variety of modalities and the sense of immediacy with which its online learning environment is imbued combine to engage and retain students’ interest as they focus on locating and contextualizing their own ancestors as research subjects. Permeating family history with academic skills promotes best practice in locating, analyzing, storing, and publicly presenting family-centric research materials for the edification of current and future generations.","2019-10-25","2022-01-10 05:57:03","2022-01-10 05:57:03","2022-01-10 05:57:03","20190018","","2","2","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LYFCIFV3","journalArticle","2019","de Groot, Jerome","“The Genealogical sublime”: An Interview with Julie Creet","International Public History","","2567-1111","10.1515/iph-2019-0017","https://www.degruyter.com/document/doi/10.1515/iph-2019-0017/html","","2019-10-25","2022-01-10 05:56:52","2022-01-10 05:56:52","2022-01-10 05:56:52","20190017","","2","2","","","“The Genealogical sublime”","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3JPJ7GEQ","journalArticle","2019","Barnwell, Ashley; King, Laura","Family History Collaborators in Conversation","International Public History","","2567-1111","10.1515/iph-2019-0016","https://www.degruyter.com/document/doi/10.1515/iph-2019-0016/html","Abstract             Ashley Barnwell and Laura King converse about their collaborations with family historians in Australia and England. They reveal the potential uses of collaboration when challenging understandings of ‘the family’, decolonizing and declassing historical scholarship on the family and the wellbeing benefits for family history researchers and carers.","2019-10-25","2022-01-10 05:56:44","2022-01-10 05:56:44","2022-01-10 05:56:44","20190016","","2","2","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FSQDF756","journalArticle","2019","Abel, Sarah; Tsosie, Krystal S.","Family History and the Global Politics of DNA","International Public History","","2567-1111","10.1515/iph-2019-0015","https://www.degruyter.com/document/doi/10.1515/iph-2019-0015/html","Abstract             The global DNA ancestry industry appeals to various “markets”: diasporic groups seeking to reconstruct lost kinship links; adoptees looking for biological relatives; genealogists tracing their family trees; and those who are merely curious about what DNA can reveal about their identity. However, the language of empowerment and openness employed by DNA ancestry-testing companies in their publicity materials masks the important commercial and private interests at stake. Drawing particularly on the experiences of Native and Indigenous American communities, this article highlights some of the contradictions and dilemmas engendered by the industry, and questions to what extent its practices can empower users without infringing upon the rights of other groups.","2019-10-25","2022-01-10 05:56:17","2022-01-10 05:56:17","2022-01-10 05:56:17","20190015","","2","2","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KZ53CZN6","journalArticle","2019","Evans, Tanya; de Groot, Jerome","Introduction: Emerging Directions for Family History Studies","International Public History","","2567-1111","10.1515/iph-2019-0014","https://www.degruyter.com/document/doi/10.1515/iph-2019-0014/html","Abstract             This introduction charts the rise of family history across the globe and its international impact upon culture, biomedicine, and technology. It introduces the contributions to this special issue from interdisciplinary scholars based in the US, Canada, Brazil, Europe, Australia and India that have collaborated internationally over the past three years. It argues that public historians need to take the practice of family history seriously and that all scholars can learn from its collaborative, integrated, international practice. We are presented with overwhelming evidence of the need to decentralize and trouble the Eurocentrism of existing historical scholarship. This special issue provides a platform for the conversations we have been having about family history over the past three years and encourages others to join in.","2019-10-25","2022-01-10 05:56:00","2022-01-10 05:56:00","2022-01-10 05:56:00","20190014","","2","2","","","Introduction","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZURWQXYS","journalArticle","2019","Evans, Tanya","Emerging questions in family history studies","International Public History","","2567-1111","10.1515/iph-2019-0013","https://www.degruyter.com/document/doi/10.1515/iph-2019-0013/html","","2019-10-25","2022-01-10 05:55:44","2022-01-10 05:55:44","2022-01-10 05:55:44","20190013","","2","2","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I5LE6YIE","book","2015","Evans, Tanya","Fractured families: life on the margins in colonial New South Wales","","978-1-74223-257-7","","","","","2015","2022-01-10 05:52:11","2022-01-10 05:52:11","","","304","","","","","Fractured families","","","","","UNSW Press","Sydney, NSW, Australia","","","","","","Library of Congress ISBN","DU172.A2 E93 2015","","","","","","New South Wales; Biography; Social conditions; Economic conditions; Australia New South Wales; Frontier and pioneer life; Pioneers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3XYEBP2B","bookSection","2019","","Discovering violence in the family","Gender violence in Australia: historical perspectives","978-1-925835-30-4","","","","","2019","2022-01-10 05:51:13","2022-01-10 05:52:10","","20-33","","","","","","","","","","","Monash University Publishing","Clayton, Victoria, Australia","","","","","","Library of Congress ISBN","HV6250.4.W65 G476 2019","","","","","","Australia; Women; Violence against","Piper, Alana; Stevenson, Alana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JGSHSBTL","journalArticle","2011","Evans, Tanya","Secrets and Lies: the Radical Potential of Family History","History Workshop Journal","","1363-3554","","http://www.jstor.org/stable/41306811","","2011","2022-01-10 05:50:40","2022-01-10 05:50:40","2022-01-10 05:50:40","49-73","","71","","","","Secrets and Lies","","","","","","","","","","","","JSTOR","","Publisher: Oxford University Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A85HXE2N","journalArticle","2015","Evans, Tanya","<i>Who Do You Think You Are?</i> Historical Television Consultancy","Australian Historical Studies","","1031-461X, 1940-5049","10.1080/1031461X.2015.1074256","http://www.tandfonline.com/doi/full/10.1080/1031461X.2015.1074256","","2015-09-02","2022-01-10 05:50:10","2022-01-10 05:50:10","2022-01-10 05:50:10","454-467","","3","46","","Australian Historical Studies","<i>Who Do You Think You Are?","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WCC3Y74B","journalArticle","2011","Erll, Astri","Locating Family in Cultural Memory Studies","Journal of Comparative Family Studies","","0047-2328","","http://www.jstor.org/stable/41604447","Cultural memory studies addresses the question of how the ""past"" is created and recreated within sociocultural contexts. What is the place of ""family""–and of family memories–in this burgeoning field? And how can the concept of memory be used as a tool in comparative family research? This article presents, first, the main notions of Maurice Halbwachs's theory of mémoire collective and asks how the sociologist places family within collective memory. Second, it discusses how the ""new memory studies"" of the 1980s and 1990s, which clearly showed a bias towards large-scale, often national memories, can be refocused through the lens of small-scale family memories. Third, it provides an overview of current research on the dynamics of remembering within families. It discusses how new approaches, which are based mostly on qualitative interviewing, have adopted innovative transgenerational, transnational, and media culture perspectives. La critique culturelle de la mémoire collective demande comment on construit et reconstruit le ""passé"" dans des contextes socioculturels. Ou se trouve le lieu de la ""famille""–et de la mémoire et la famille–dans ce domaine de la recherche en plein essor? Et comment peut-on conceptualiser la ""mémoire"" dans la recherche comparative sur la famille? Cet article présente les connaissances fondamentales de la théorie de la mémoire collective de Maurice Halbwachs en se demandant comment situe le sociologue la famille dans la mémoire collective. Deuxièmement on pose la question comment on peut ouvrir de nouvelles perspectives à partir de la ""nouvelle recherche de la mémoire"" des années 80 et 90, qui a montré une tendance vers les grandes formations, souvent nationales, avec les ""petits"" mémoires familiales. Troisièmement, l'article présente un aperçu de la recherche actuelle consacrée à la dynamique de la mémoire familiale. Nous discutons de nouveaux concepts de la recherche qualitative sociale (""qualitative Sozialforschung""), qui ont crée nouvelles perspectives transgénérationnelles, transnationales et médiales. La crítica cultural de la memoria colectiva pregunta cómo se construye y se reconstruye el ""pasado"" en contextos socioculturales. ¿Qué es el lugar de la ""familia""–y de la memoria familiar–en este campo creciente de la investigación? ¿Y cómo se puede conceptualizar la ""memoria"" en la investigación comparada de la familia? Este artículo presenta las comprensiones fundamentales de la teoría de la memoria colectiva de Maurice Halbwachs y pregunta como el sociólogo posiciona la familia dentro de la memoria colectiva. En segundo lugar se discute la pregunta como la ""nueva investigación de la memoria"" de los años 80 y 90, que mostró una tendencia unívoca hacia las formaciones ""grandes,"" muchas veces nacionales de la memoria puede obtener una nueva perspectiva bajo la lente de las ""pequeñas"" memorias familiares. En tercer lugar el artículo presenta el panorama de la investigación actual dedicada a la dinámica de las memorias familiares. Se discute conceptos nuevos de la investigación cualitativa social (""qualitative Sozialforschung""), que abriereon perspectivas transgeneracionales, transnacionales y mediales.","2011","2022-01-10 05:49:24","2022-01-10 05:49:24","2022-01-10 05:49:24","303-318","","3","42","","","","","","","","","","","","","","","JSTOR","","Publisher: Dr. George Kurian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XYP9JNDD","book","2017","Echols, Alice","Shortfall: family secrets, financial collapse, and a hidden history of American banking","","978-1-62097-303-5","","","","","2017","2022-01-10 05:48:44","2022-01-10 05:48:44","","","318","","","","","Shortfall","","","","","New Press","New York","","","","","","Library of Congress ISBN","HV6684.C6 E34 2017","","","","","","History; United States; 1919-1933; Case studies; Colorado; Corrupt practices; Davis, Walter Clyde; Embezzlement; Financial crime; Savings and loan associations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TYY263CN","bookSection","2019","Dove, Michael; Hamilton, Michelle","Public History in Canada: Public Service or public service?","What is public history globally? working with the past in the present","978-1-350-03328-3 978-1-350-03329-0","","","","Across the globe, history has gone public. With the rise of the internet, family historians are now delving into archives continents apart. Activists look into and recreate the past to promote social justice or environmental causes. Dark and difficult pasts are confronted at sites of commemoration. Artists draw on memory and the past to study the human condition and make meaning in the present. As a result of this democratisation of history, public history movements have now risen to prominence. This groundbreaking edited collection takes a comprehensive look at public history throughout the world. Divided into three sections - Background, Definitions and Issues; Approaches and Methods; and Sites of Public History - it contextualises public history in eleven different countries, explores the main research skills and methods of the discipline and illustrates public history research with a variety of global case studies. What is Public History Globally? provides an in-depth examination of the ways in which ordinary people become active participants in historical processes and it will be an invaluable resource for advance undergraduates and postgraduates studying public history, museology and heritage studies","2019","2022-01-10 05:43:09","2022-01-10 05:47:22","","","","","","","","","","","","","Bloomsbury Academic","London","eng","","","","","BnF ISBN","900","","","","","","","Ashton, Paul; Trapeznik, Alexander","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M9HHYMMH","book","2004","Devine, Heather","The people who own themselves: aboriginal ethnogenesis in a Canadian family, 1660 - 1900","","978-1-55238-660-6","","","","","2004","2022-01-10 05:39:58","2022-01-10 05:39:58","","","338","","","","","The people who own themselves","","","","","University of Calgary Press","Calgary","eng","","","","","K10plus ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R7H5WX4N","book","2015","Davison, Graeme","Lost relations: fortunes of my family in Australia's Golden Age","","978-1-74331-946-8","","","","","2015","2022-01-10 05:39:07","2022-01-10 05:39:07","","","274","","","","","Lost relations","","","","","Allen & Unwin","Crows Nest, New South Wales","","","","","","Library of Congress ISBN","JV9190.V53 D38 2015","OCLC: ocn904958630","","","","","History; Family; 19th century; Australia Victoria; Davison, Graeme; Emigration and immigration History; English; Immigrants; Victoria","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WURFD6JA","bookSection","2000","Davison, Graeme","Ancestors: The Broken Lineage of Family History","The use and abuse of Australian history","978-1-86448-720-6","","","","","2000","2022-01-10 05:37:59","2022-01-10 05:39:03","","","","","","","","","","","","","Allen & Unwin","St. Leonards, N.S.W","","","","","","Library of Congress ISBN","DU108 .D38 2000","OCLC: ocm44895086","","","","","Australia; Historiography; History Philosophy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DTGGBLI4","book","2011","Cowley, Trudy","A drift of 'Derwent ducks': lives of the 200 female Irish convicts transported on the Australasia from Dublin to Hobart in 1849","","978-0-9756784-4-2","","","","","2011","2022-01-10 05:36:26","2022-01-10 05:37:04","","","","","","","","A drift of 'Derwent ducks'","","","","","New Town","Hobart, TAS","English","","","","","Open WorldCat","","OCLC: 760157005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C8XTHJ5B","journalArticle","2010","Conrad, Margaret; Dubé, Natalie; Northrup, David; Owre, Keith","“I want to know my bloodline”: New Brunswickers and Their Pasts","Journal of New Brunswick Studies / Revue d’études sur le Nouveau-Brunswick","","2369-6591","","https://journals.lib.unb.ca/index.php/JNBS/article/view/18188","New Brunswick is a product of wars fought from 1689 to 1815. During these wars, all of which included battles on North American soil, the social relations among the First Nations, French, and British inhabitants were forged, often in blood. These conflicts became the foundation for mutable but seemingly mutually exclusive identities that are documented in a recent survey of New Brunswickers on how they engage the past in their everyday lives. In this paper, we describe the eighteenth-century context in which many New Brunswick cultural identities were constructed and address the findings of the Canadians and Their Pasts survey in a province where popular engagement with history is complicated by diverse perceptions of the past.                      Résumé                      Le Nouveau-Brunswick est le produit de guerres ayant eu lieu entre 1689 et 1815. Pendant ces guerres, qui ont toutes eu des batailles en sol nord-américain, des relations sociales se sont tissées entre les Premières nations, les Français et les Britanniques; souvent, ils étaient unis par les liens du sang. Ces conflits sont à la source d’identités mutables, mais qui étaient, en apparence, mutuellement exclusives et qui ont fait l’objet d’une récente enquête qui portait sur les gens du Nouveau-Brunswick et sur la façon qu’ils évoquent le passé au quotidien. Dans cet exposé, nous décrivons le contexte du 18e siècle dans lequel de nombreuses identités culturelles du Nouveau-Brunswick se sont formées et nous nous penchons sur les résultats du sondage portant sur les Canadiens et leur passé et ce, dans une province où l’engagement populaire envers l’histoire se complique par les diverses perceptions du passé.","2010-01-01","2022-01-10 05:35:22","2022-01-10 05:35:22","2022-01-10 05:35:22","","","","1","","","“I want to know my bloodline”","","","","","","","en","Copyright (c) 2015 Journal of New Brunswick Studies / Revue d’études sur le Nouveau-Brunswick","","","","journals.lib.unb.ca","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3WEAT9LZ","journalArticle","2014","Clark, A.","Inheriting the past: Exploring historical consciousness across generations","","","","","https://opus.lib.uts.edu.au/handle/10453/35522","Despite significant research into the meaning and operation of historical consciousness, there is still much to be understood about its hereditary function. For example, what does historical inheritance look like? How does it influence our individual and collective historical consciousnesses? And, just as critically, what happens to historical consciousness when history is deliberately withheld, when that inheritance is suspended or severed? As a way into some of these questions about passing on the past, this paper draws on a qualitative research project into historical consciousness in Australia to explore how so-called 'ordinary people' see themselves as part of a historical narrative. It reveals that historical inheritance is critical to our historical consciousness, and it notes the profound impact of forgetting on participants, raising important questions about the role of 'silence' and 'absence' in the formation of historical consciousness.","2014-01-01","2022-01-10 05:28:54","2022-01-10 05:28:54","2022-01-10 05:28:54","","","","","","","Inheriting the past","","","","","","","","","","","","opus.lib.uts.edu.au","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U9YREFX6","bookSection","2017","Evans, Tanya; Clark, Anna","Family history and transnational historical consciousness","Transnationalism, Nationalism and Australian History","978-981-10-5017-6","","","","In recent years History's 'national narrative' has been powerfully challenged by transnational and international debates. Using Australian history as a case study, this collection draws on leading contributions from academics and public intellectuals to explore the ways national identities still resonate in historical scholarship and reexamines key moments in Australian history, with a transnational lens, raising important questions about the unique context of Australia's national narrative. The book examines the tension between national and transnational perspectives, attempting to internationalise the often parochial nation-based narratives that characterise national history, such as the history wars or the glorification of the Anzac Legend, whilst bearing in mind the limits of transnational histories in a national setting. Moving from the local and personal to the global, encompassing comparative and international research and drawing on the experiences of researchers working across nations and communities, this collection brings together diverging national and transnational approaches and asks several critical research questions: What is transnational history? How do new transnational readings of the past challenge conventional national narratives and approaches? What are implications of transnational and international approaches on Australian history? What possibilities do they bring to the discipline? What are their limitations? And finally, how do we understand the nation in this transnational moment?","2017","2022-01-10 05:27:02","2022-01-10 05:28:54","","167-178","","","","","","","","","","","Springer Singapore : Imprint: Palgrave Macmillan","Singapore","","","","","","Library of Congress ISBN","909","DOI: 10.1007/978-981-10-5017-6","","","","","History; Ethnology; Asia; Asian Culture; Australasian History; International relations; International Relations; Islands of the Pacific; World history; World History, Global and Transnational History","Clark, Anna; Rees, Anne; Simmonds, Alecia","","","","","","","","","","","","","","","","","","","1st ed. 2017","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QISUS6KL","journalArticle","2012","Clark, Anna","Ordinary People’s History","History Australia","","1449-0854, 1833-4881","10.1080/14490854.2012.11668409","https://www.tandfonline.com/doi/full/10.1080/14490854.2012.11668409","","2012-01","2022-01-10 05:26:40","2022-01-10 05:26:40","2022-01-10 05:26:40","201-216","","1","9","","History Australia","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VVNYZIN8","book","2016","Clark, Anna","Private lives, public history","","978-0-522-86895-1 978-0-522-86896-8","","","","","2016","2022-01-10 05:26:02","2022-01-10 05:26:02","","","180","","","","","","","","","","Melbourne University Press","Carlton, Vic","","","","","","Library of Congress ISBN","DU110 .C47 2015","","","","","","Australia; History; Social conditions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MQM6PWEY","book","2020","Cervini, Erica","Yizkor for Rose: A life Lost and Found","","","","","","","2020","2022-01-10 05:25:02","2022-01-10 05:26:00","","","","","","","","","","","","","Self-published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6IY5TS38","book","2020","Callil, Carmen","Oh happy day: those times and these times","","978-0-224-09030-8 978-0-224-09031-5","","","","""Carmen Callil explores her roots in a book that is a miracle of research and whose writing is fuelled by righteous anger - a story of Empire, migration and the poverty and injustice of nineteenth-century England In this remarkable book, Carmen Callil discovers the story of her British ancestors, beginning with her great-great-grandmother Sary Lacey, born illegitimate in 1808, an impoverished stocking frame worker in Leicestershire. Through detailed research, we follow Sary from slum to tenement and from pregnancy to pregnancy. We also meet George Conquest, a canal worker and the father of one of Sary's children. George was sentenced - for stealing a piece of hemp - to seven years' transportation to Australia, where he faced the extraordinary brutality of convict life. Meanwhile, Mary Ann Brooks and her father John, a silversmith, travel across the seas from Lincolnshire to escape the Workhouse and life as a skivvy. But for George, as for so many destitute and disenfranchised British people like him, Australia turned out to be his Happy Day. He survived, prospered and eventually returned to England, where he met Sary again, after nearly thirty years. He brought her out to Australia, and they were never parted again. Carmen Callil not only reclaims from obscurity the lives of these ordinary men and women who were sent to Australia as convicts or domestic servants, but also draws telling parallels for our own times. Oh Happy Day is a moving story of poverty, social injustice, Empire and migration.""--Amazon.ca","2020","2022-01-10 05:24:03","2022-01-10 05:24:03","","","346","","","","","Oh happy day","","","","","Jonathan Cape","London","","","","","","Library of Congress ISBN","DU122.B7 C35 2020","OCLC: on1144769908","","","","","Australia; History; Family; British; Callil, Carmen; Genealogy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y4SFUPNW","book","1997","Butler, Judith","The psychic life of power: theories in subjection","","978-0-8047-2811-9 978-0-8047-2812-6","","","","","1997","2022-01-10 05:23:46","2022-01-10 05:23:46","","","218","","","","","The psychic life of power","","","","","Stanford University Press","Stanford, Calif","","","","","","Library of Congress ISBN","BD438.5 .B88 1997","","","","","","Social aspects; Power (Philosophy); Power (Social sciences); Self; Self (Philosophy)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CVEG9J48","book","2018","Buchanan, Rachel","Ko Taranaki Te Maunga","","978-1-988545-28-8","","","https://www.bwb.co.nz/books/ko-taranaki-te-maunga","","2018-09-12","2022-01-10 05:23:24","2022-01-10 05:23:24","2022-01-10 05:23:24","","","","","","","","","","","","Bridget Williams Books","","","","","","","DOI.org (Crossref)","","DOI: 10.7810/9781988545288","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZFCMAG57","book","2019","Bradbury, Bettina","Caroline's dilemma: a colonial inheritance saga","","978-1-74223-660-5","","","","Caroline Kearney faced a heart-breaking dilemma. She was 31 years old and had six children when her husband died in 1866. She had hoped that her sons would inherit the sheep station they owned in the Wimmera in Victoria. But she had no right to it herself. Her husband's will offered a reasonable annuity to support her and the children. But, it had a catch: for that support to be paid, she had to move to Ireland with her children and live in a house her brothers-in-law would choose. English-born, she had migrated to Australia with her family when she was sixteen. She had never been to Ireland. This extraordinary story reveals much about family, women's rights, property, and the law in the British Empire of the nineteenth century. A truly impressive work of historical recovery, on a major scale","2019","2022-01-10 05:23:00","2022-01-10 05:23:00","","","336","","","","","Caroline's dilemma","","","","","UNSW Press LTD","Sydney, NSW","","","","","","Library of Congress ISBN","HQ1822.5.K43 B73 2019","","","","","","Australia; History; Biography; 19th century; Women; Social conditions; 1788-1900; Inheritance and succession; Kearney, Caroline; Legal status, laws, etc. History; Widows","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SW769JZR","journalArticle","2012","Bottero, Wendy","Who do you think they were? How family historians make sense of social position and inequality in the past: Who do you think they were?","The British Journal of Sociology","","00071315","10.1111/j.1468-4446.2011.01393.x","https://onlinelibrary.wiley.com/doi/10.1111/j.1468-4446.2011.01393.x","","2012-03","2022-01-10 05:21:55","2022-01-10 05:21:55","2022-01-10 05:21:55","54-74","","1","63","","","Who do you think they were?","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YB6KH83V","journalArticle","2015","Bottero, Wendy","Practising family history: ‘identity’ as a category of social practice: Practising family history","The British Journal of Sociology","","00071315","10.1111/1468-4446.12133","https://onlinelibrary.wiley.com/doi/10.1111/1468-4446.12133","","2015-09","2022-01-10 05:21:26","2022-01-10 05:21:26","2022-01-10 05:21:26","534-556","","3","66","","The British Journal of Sociology","Practising family history","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6P7Y2KTE","book","2020","Bennett, Michael","Pathfinders: a history of Aboriginal trackers in NSW","","978-1-74223-656-8","","","","","2020","2022-01-10 05:19:43","2022-01-10 05:19:43","","","322","","","","","Pathfinders","","","","","NewSouth Publishing","Sydney, NSW, Australia","","","","","","Library of Congress ISBN","DU123.4 .B46 2020","","","","","","Aboriginal Australians; History; Australia New South Wales; Investigation History; Missing persons; Tracking and trailing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
